dem.age,dem.city_or_rural,dem.country_code,dem.education_level,dem.gender,meta.uuid,meta.weight,question.terms_familiarity.Artificial intelligence,question.terms_familiarity.Computer algorithms,question.terms_familiarity.Machine learning,question.terms_familiarity.Recommender systems,question.terms_familiarity.Targeted / personalised advertising,question.terms_familiarity.None of the above,question.used_applications.Facebook,question.used_applications.Twitter,question.used_applications.Instagram,question.used_applications.Google account,question.used_applications.Amazon,question.used_applications.eBay,question.used_applications.None of the above,question.use_ai.Advertising on social media,question.use_ai.Curation of news feeds on social media,question.use_ai.Recommendations in webshops,question.use_ai.Recommendations on video streaming sites,question.use_ai.Ranking of results on search engines,"question.use_ai.Answers given by smart assistants (e.g., Siri, Alexa, ...)",question.use_ai.Suggestions of potential partners on dating platforms,question.use_ai.Content of Wikipedia articles,question.use_ai.Websites of local restaurants,question.use_ai.None of the above,question.criteria_social_media.Time of posting,question.criteria_social_media.Number of likes the post received so far,question.criteria_social_media.Number of common friends you share with post’s author,question.criteria_social_media.Topics and content you have previously shown an interest in,question.criteria_social_media.Recent increase in the number of likes on the post,question.criteria_social_media.Number of clicks on the post,question.criteria_social_media.Geographic proximity between you and the post’s author,question.criteria_social_media.The way you scroll and type,question.commercials,question.political_campaigns,question.personalised_events,question.Personalised_contacts,question.Personalised_Locations,question.Personalised_Entertainment_Recommendations,question.Customised_Posts_Social_Media,question.Customised_Search_Results,question.Customised_Newspapers,question.age,question.Gender,question.ethnicity,question.Relationship_Status,question.Sexual_orientation,question.Religion,question.Politics,question.household_income,question.Personality,question.personal_events,question.Personal_Tragedies,question.search_history,question.Purchasing_History,question.Location_History,question.Watched_Videos,question.typing_behaviour,question.online_interaction,question.email_messages_content,question.likes_shares,question.concern_privacy,question.adjustment_online_data.“My activity” or “Activity controls” page on your Google account,question.adjustment_online_data.“Privacy and personalization” page on your Google account,question.adjustment_online_data.“Privacy settings” page on Facebook,question.adjustment_online_data.“Manage your Ad preferences” page on Facebook,question.adjustment_online_data.Privacy and/or personalization preferences on Amazon,question.adjustment_online_data.Privacy settings in your preferred browser,question.adjustment_online_data.None of the above,"question.privacy_tools.Software that protects you from seeing online advertising (e.g., Ad Blockers in your browser)",question.privacy_tools.Incognito mode in your browser,"question.privacy_tools.Software that prevents the monitoring of your online activities (e.g., Tor Browser, VPN)","question.privacy_tools.Search engines that protect your privacy (e.g., DuckDuckGo)","question.privacy_tools.Deliberately avoiding certain websites and platforms (e.g., Google, Facebook, ...)",question.privacy_tools.Adjusting privacy and ad settings on online platforms,question.privacy_tools.None of the above,question.political_spectrum,question.comments
43,rural,US,medium,female,8a27ac66bc63093c0b53fd179729845e66dfc929,0.977946164181636,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,Not very acceptable,Somewhat acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Somewhat acceptable,Very acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Very acceptable,Somewhat acceptable,Very acceptable,Somewhat acceptable,Somewhat acceptable,Very acceptable,Very acceptable,Somewhat acceptable,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not very acceptable,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Very concerned,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4 (center),NA
49,rural,US,medium,female,b1aaaddca991b67af44b1278ed605064ca45398f,0.977946164181636,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Somewhat acceptable,Not very acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Somewhat acceptable,Not very acceptable,Somewhat acceptable,Very acceptable,Somewhat acceptable,Very acceptable,Somewhat acceptable,Not very acceptable,Not acceptable at all,Not acceptable at all,Not very acceptable,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not very acceptable,Not acceptable at all,Not acceptable at all,Not acceptable at all,Very acceptable,Very concerned,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4 (center),NA
59,city,US,medium,female,68e291471aa5baf3cfd37da20a0cbe339d88c517,0.977946164181636,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Somewhat acceptable,Somewhat acceptable,Very acceptable,Not very acceptable,Somewhat acceptable,Very acceptable,Not very acceptable,Somewhat acceptable,Somewhat acceptable,Very acceptable,Very acceptable,Somewhat acceptable,Very acceptable,Somewhat acceptable,Not very acceptable,Somewhat acceptable,Not very acceptable,Somewhat acceptable,Somewhat acceptable,Not very acceptable,Not very acceptable,Not very acceptable,Not very acceptable,Not very acceptable,Somewhat acceptable,Somewhat acceptable,Not very acceptable,Not very acceptable,Very concerned,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4 (center),NA
43,rural,US,medium,female,0066464c3c78ebb56b320e2d784d16d2ccb044cf,0.977946164181636,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Very acceptable,Not acceptable at all,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Not very acceptable,Somewhat acceptable,Not very acceptable,Not very acceptable,Not very acceptable,Somewhat acceptable,Very acceptable,Somewhat acceptable,Not acceptable at all,Somewhat acceptable,Not very acceptable,Not very acceptable,Somewhat acceptable,Somewhat acceptable,Not very acceptable,Not very acceptable,Somewhat acceptable,Somewhat concerned,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7 (right-wing),NA
64,rural,US,medium,female,9aa772dde4d601a97ce18f9f3e2fc0979a36e0a5,0.977946164181636,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Somewhat acceptable,Somewhat acceptable,Very acceptable,Somewhat acceptable,Very acceptable,Very acceptable,Not acceptable at all,Not very acceptable,Somewhat acceptable,Not very acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Not very acceptable,Somewhat acceptable,Not acceptable at all,Somewhat acceptable,Not acceptable at all,Not acceptable at all,Somewhat acceptable,Not acceptable at all,Somewhat acceptable,Not acceptable at all,Not very acceptable,Not acceptable at all,Not acceptable at all,Not acceptable at all,Very concerned,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,NA
63,rural,US,medium,female,2258a0ffa278db69c319574ec8d7b2f10c3a671a,0.977946164181636,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Somewhat acceptable,Somewhat acceptable,Very acceptable,Somewhat acceptable,Very acceptable,Very acceptable,Somewhat acceptable,Very acceptable,Not very acceptable,Very acceptable,Somewhat acceptable,Very acceptable,Somewhat acceptable,Not very acceptable,Very acceptable,Somewhat acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Not very acceptable,Not very acceptable,Somewhat acceptable,Not very acceptable,Somewhat acceptable,Somewhat acceptable,Not very acceptable,Somewhat acceptable,Not very concerned,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4 (center),NA
65,rural,US,medium,female,e7d3a0a5583d64a1a85569f273d762c31b8cdeb8,0.977946164181636,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Very acceptable,Not acceptable at all,Very acceptable,Not very acceptable,Very acceptable,Somewhat acceptable,Not acceptable at all,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Somewhat acceptable,Somewhat acceptable,Very acceptable,Somewhat acceptable,Somewhat acceptable,Very acceptable,Somewhat acceptable,Not very acceptable,Somewhat concerned,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4 (center),NA
54,city,US,medium,female,b5236464b89c011e48e4b427c146541a965fa534,0.977946164181636,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Somewhat acceptable,Not acceptable at all,Somewhat acceptable,Somewhat acceptable,Very acceptable,Very acceptable,Somewhat acceptable,Somewhat acceptable,Not very acceptable,Not acceptable at all,Not very acceptable,Somewhat acceptable,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not very acceptable,Not very acceptable,Not acceptable at all,Not very acceptable,Somewhat acceptable,Not acceptable at all,Not very acceptable,Not acceptable at all,Not very acceptable,Not acceptable at all,Not very acceptable,Somewhat concerned,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4 (center),NA
47,city,US,medium,female,188093629963d75cf96c4b2abd62d57307bdf962,0.977946164181636,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Very acceptable,Not very acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Not acceptable at all,Not very acceptable,Not very acceptable,Somewhat acceptable,Very acceptable,Not acceptable at all,Not very acceptable,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not very acceptable,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Very acceptable,Somewhat acceptable,Not acceptable at all,Not acceptable at all,Not acceptable at all,Very concerned,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,7 (right-wing),NA
46,rural,US,medium,female,eef0e373c3ab3e78c9644fddbbfb61102313568b,0.977946164181636,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not acceptable at all,Not acceptable at all,Not very acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Not very acceptable,Not very acceptable,Not very acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Not very acceptable,Not very acceptable,Not very acceptable,Not very acceptable,Somewhat acceptable,Not very acceptable,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Very concerned,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,4 (center),NA
51,city,US,medium,female,efb5241a3eb1de04f510353e88a4982118c29652,0.977946164181636,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not acceptable at all,Not acceptable at all,Somewhat acceptable,Not acceptable at all,Somewhat acceptable,Somewhat acceptable,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not very acceptable,Not very acceptable,Somewhat acceptable,Not acceptable at all,Very acceptable,Not acceptable at all,Not acceptable at all,Very acceptable,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Somewhat acceptable,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Very concerned,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1 (left-wing),NA
59,rural,US,medium,female,80553e2c773e3d701ae5b3230d6a821b3b2403f7,0.977946164181636,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Not very acceptable,Not acceptable at all,Not very acceptable,Somewhat acceptable,Not very acceptable,Not very acceptable,Not acceptable at all,Somewhat acceptable,Not very acceptable,Not very acceptable,Not very acceptable,Not very acceptable,Not acceptable at all,Not acceptable at all,Not very acceptable,Not acceptable at all,Not acceptable at all,Not very acceptable,Not acceptable at all,Not acceptable at all,Somewhat acceptable,Not very acceptable,Not acceptable at all,Not very acceptable,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not very acceptable,Somewhat concerned,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1 (left-wing),NA
55,city,US,medium,female,278b9f18b68f119c9a1a7c97df67a75c67354a1d,0.977946164181636,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Somewhat acceptable,Not very acceptable,Very acceptable,Somewhat acceptable,Somewhat acceptable,Very acceptable,Somewhat acceptable,Not very acceptable,Not very acceptable,Somewhat acceptable,Somewhat acceptable,Not very acceptable,Not very acceptable,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not very acceptable,Somewhat acceptable,Very acceptable,Not acceptable at all,Somewhat acceptable,Somewhat acceptable,Very acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Not acceptable at all,Somewhat acceptable,Somewhat concerned,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,NA
50,rural,US,medium,female,0aca41a4391c5b7755bff713213bd05abc44de02,0.977946164181636,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Somewhat acceptable,Not very acceptable,Somewhat acceptable,Very acceptable,Somewhat acceptable,Somewhat acceptable,Not very acceptable,Not very acceptable,Not very acceptable,Somewhat acceptable,Somewhat acceptable,Not very acceptable,Somewhat acceptable,Not acceptable at all,Not acceptable at all,Not very acceptable,Not acceptable at all,Somewhat acceptable,Somewhat acceptable,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not very acceptable,Somewhat acceptable,Not very acceptable,Not very acceptable,Not acceptable at all,Very acceptable,Very concerned,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,5,NA
40,city,US,medium,female,702ae9a1d943b5f0f2c5fc975034a7efbf3f8dd1,0.977946164181636,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Not very acceptable,Not very acceptable,Very acceptable,Not acceptable at all,Somewhat acceptable,Somewhat acceptable,Not very acceptable,Not acceptable at all,Not very acceptable,Not very acceptable,Not very acceptable,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Very concerned,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4 (center),NA
41,rural,US,medium,female,0a1bd4815a34749508c0803e40c84970d7c2f7a5,0.977946164181636,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Somewhat acceptable,Not very acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Somewhat acceptable,Very concerned,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,NA
50,city,US,medium,female,f42a6fd05a918e1aa24a84b5974a6a76aa59c550,0.977946164181636,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Somewhat acceptable,Somewhat acceptable,Very acceptable,Somewhat acceptable,Very acceptable,Very acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Not acceptable at all,Not acceptable at all,Not very acceptable,Not very acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Not very acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Not very acceptable,Somewhat acceptable,Somewhat concerned,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4 (center),NA
65,rural,US,medium,female,155de41b7c24a4baccf51800b570955c0e505384,0.977946164181636,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Not acceptable at all,Not acceptable at all,Somewhat acceptable,Not very acceptable,Somewhat acceptable,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Very concerned,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4 (center),NA
56,city,US,medium,female,b66956563a54ab7fb47d8ba08a8127ca1939fca5,0.977946164181636,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Not acceptable at all,Very acceptable,Not very acceptable,Not very acceptable,Not very acceptable,Somewhat acceptable,Very acceptable,Somewhat acceptable,Very acceptable,Somewhat acceptable,Very acceptable,Very acceptable,Somewhat acceptable,Very acceptable,Somewhat acceptable,Not very acceptable,Somewhat acceptable,Very acceptable,Very acceptable,Very acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Somewhat concerned,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,NA
51,rural,US,medium,female,8d30d370578192229cf73e96c0f77c94cb394c6e,0.977946164181636,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Somewhat acceptable,Somewhat acceptable,Very acceptable,Somewhat acceptable,Very acceptable,Very acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Not very acceptable,Somewhat acceptable,Somewhat acceptable,Not very acceptable,Not very acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Not very acceptable,Not very acceptable,Not acceptable at all,Somewhat acceptable,Very concerned,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,NA
55,city,US,medium,female,1284aeaa6d944fb88002dc250c3a55c29b65f1e8,0.977946164181636,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Very concerned,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4 (center),NA
63,rural,US,medium,female,1aa99b125fb371926f20a9d6753483d40f2f2539,0.977946164181636,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Very acceptable,Not acceptable at all,Very acceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Not acceptable at all,Not very acceptable,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Somewhat acceptable,Somewhat acceptable,Not acceptable at all,Not very acceptable,Not acceptable at all,Not acceptable at all,Somewhat acceptable,Somewhat concerned,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,NA
59,rural,US,medium,female,b111ec758ad95b254ee26ccf2098ce576dd2bde6,0.977946164181636,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Somewhat acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Very acceptable,Somewhat acceptable,Somewhat acceptable,Not very acceptable,Somewhat acceptable,Very acceptable,Very acceptable,Very acceptable,Not acceptable at all,Very acceptable,Very acceptable,Not acceptable at all,Very acceptable,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Not acceptable at all,Very acceptable,Not very acceptable,Very acceptable,Not acceptable at all,Very acceptable,Very concerned,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,4 (center),NA
